geonlp_id,entry_id,body,body_kana,suffix,suffix_kana,hypernym,ne_class,latitude,longitude,railway_type,service_provider_type
"j3CAY6","eb03_167","能登中島","ノトナカジマ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.109255","136.853615","12","5"
"0ZBtG9","eb03_168","能登鹿島","ノトカシマ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.17979","136.897855","12","5"
"IVAmoc","eb03_169","桐生","キリュウ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.4110966666667","139.333253333333","12","5"
"qRzf6f","eb03_170","花輪","ハナワ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.52083","139.3077","12","5"
"8Ny7Oi","eb03_171","水沼","ミズヌマ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.49985","139.277595","12","5"
"QJx0wl","eb03_172","神戸","コウベ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.537505","139.356565","12","5"
"yFvTeo","eb03_173","相老","アイオイ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.4103066666667","139.304406666667","12","5"
"gBuLWr","eb03_174","通洞","ツウドウ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.636865","139.43965","12","5"
"YxtEEu","eb03_175","上神梅","カミカンバイ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.47007","139.257725","12","5"
"Gtsxmx","eb03_176","間藤","マトウ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.65354","139.45009","12","5"
"oprq4A","eb03_177","足尾","アシオ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.641915","139.447775","12","5"
"6lqiMD","eb03_178","運動公園","ウンドウコウエン","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.42041","139.30086","12","5"
"OhpbuG","eb03_179","小中","ショウチュウ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.535655","139.337795","12","5"
"wdo4cJ","eb03_180","本宿","ホンジュク","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.481425","139.259345","12","5"
"e9mWUM","eb03_181","大間々","オオママ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.434615","139.27755","12","5"
"W5lPCP","eb03_182","沢入","サワイリ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.58063","139.396285","12","5"
"E1kIkS","eb03_183","下新田","シモシンデン","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.4077766666667","139.315086666667","12","5"
"lXjB2V","eb03_184","原向","ハラムコウ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.61731","139.42053","12","5"
"3TitKY","eb03_185","中野","ナカノ","駅/","エキ/","わたらせ渓谷鐵道/わたらせ渓谷線","鉄道施設/鉄道駅","36.524275","139.317165","12","5"
"LPhmt1","eb03_186","海部","カイフ","駅/","エキ/","阿佐海岸鉄道/阿佐東線","鉄道施設/鉄道駅","33.59342","134.351985","12","5"
"tLgfb4","eb03_187","宍喰","シシクイ","駅/","エキ/","阿佐海岸鉄道/阿佐東線","鉄道施設/鉄道駅","33.56693","134.30072","12","5"
"bHf7T7","eb03_188","甲浦","カンノウラ","駅/","エキ/","阿佐海岸鉄道/阿佐東線","鉄道施設/鉄道駅","33.547225","134.28822","12","5"
"TDe0Ba","eb03_189","福島","フクシマ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.754315","140.45993","12","5"
"BzcTjd","eb03_190","角田","ツノダ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.97929","140.77241","12","5"
"jvbM1g","eb03_191","南角田","ミナミカクタ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.964895","140.769615","12","5"
"1raEJj","eb03_192","大泉","オオイズミ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.81989","140.56684","12","5"
"Jn9xrm","eb03_193","保原","ホバラ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.814565","140.556595","12","5"
"rj8q9p","eb03_194","卸町","オロシマチ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.795455","140.47948","12","5"
"9f7iRs","eb03_195","高子","タカコ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.8083866666667","140.527183333333","12","5"
"Rb6bzv","eb03_196","瀬上","セノウエ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.802375","140.498565","12","5"
"z754hy","eb03_197","兜","カブト","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.8953925","140.64652","12","5"
"h33WZB","eb03_198","岡","オカ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","38.0190233333333","140.780343333333","12","5"
"YZ2PHE","eb03_199","上保原","カミホバラ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.80961","140.54282","12","5"
"GV1IpH","eb03_200","二井田","ニイダ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.827815","140.580375","12","5"
"oR0B7K","eb03_201","北丸森","キタマルモリ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.943105","140.77182","12","5"
"6MZtPN","eb03_202","丸森","マルモリ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.93072","140.76172","12","5"
"OIYmxQ","eb03_203","槻木","ツキノキ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","38.07914","140.810183333333","12","5"
"wEXffT","eb03_204","横倉","ヨコクラ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.996985","140.77605","12","5"
"eAW7XW","eb03_205","富野","トミノ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.87474","140.627465","12","5"
"WwV0FZ","eb03_206","東船岡","ヒガシフナオカ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","38.05013","140.789815","12","5"
"EsTTo2","eb03_207","梁川","ハシカワ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.846","140.60347","12","5"
"moSM65","eb03_208","福島学院前","フクシマガクインマエ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.7987533333333","140.488588333333","12","5"
"4kREO8","eb03_209","向瀬上","ムカイセノウエ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.80658","140.51033","12","5"
"MgQxwb","eb03_210","新田","ニッタ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.83776","140.593025","12","5"
"ucPqee","eb03_211","やながわ希望の森公園前","ヤナガワキボウノモリコウエンマエ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.85787","140.61565","12","5"
"c8OiWh","eb03_212","あぶくま","アブクマ","駅/","エキ/","阿武隈急行/阿武隈急行線","鉄道施設/鉄道駅","37.913405","140.68576","12","5"
"U4NbEk","eb03_213","新豊田","シントヨタ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.0878785714286","137.153541428571","12","5"
"C0M4mn","eb03_214","保見","ホミ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.136715","137.1343625","12","5"
"jWKX4q","eb03_215","山口","ヤマグチ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.197895","137.1017025","12","5"
"1SJPMt","eb03_216","大門","オオモン","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.98258","137.154735","12","5"
"JOIIuw","eb03_217","高蔵寺","コウゾウジ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.264255","137.04326","12","5"
"rKHBcz","eb03_218","永覚","エカク","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.02747","137.13898","12","5"
"9GGtUC","eb03_219","新上挙母","シンウワゴロモ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.07179","137.15118","12","5"
"RCFmCF","eb03_220","八草","ヤクサ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.17492","137.10715","12","5"
"zyEfkI","eb03_221","末野原","マツノハラ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.03954","137.1469","12","5"
"huD82L","eb03_222","瀬戸市","セトシ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.2259133333333","137.078443333333","12","5"
"ZqC0KO","eb03_223","三河上郷","ミカワカミゴウ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.01241","137.13276","12","5"
"HmATsR","eb03_224","北野桝塚","キタノマスヅカ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.996285","137.13949","12","5"
"pizMaU","eb03_225","中水野","ナカミズノ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.250455","137.071925","12","5"
"7eyESX","eb03_226","三河豊田","ミカワトヨタ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.0554366666667","137.15093","12","5"
"PaxxB0","eb03_227","篠原","シノハラ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.15473","137.12077","12","5"
"x6wqj3","eb03_228","瀬戸口","セトグチ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.206565","137.08213","12","5"
"f2vj16","eb03_229","愛環梅坪","アイタマキウメツボ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.105155","137.160915","12","5"
"WYubJ9","eb03_230","四郷","シゴウ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.1219266666667","137.162693333333","12","5"
"EUt4rc","eb03_231","貝津","カイヅ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","35.13312","137.148055","12","5"
"mQrX9f","eb03_232","北岡崎","キタオカザキ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.972255","137.1577","12","5"
"4MqPRi","eb03_233","岡崎","オカザキ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.9257833333333","137.157233333333","12","5"
"MIpIzl","eb03_234","中岡崎","ナカオカザキ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.95634","137.15278","12","5"
"uEoBho","eb03_235","六名","ロクメイ","駅/","エキ/","愛知環状鉄道/愛知環状鉄道線","鉄道施設/鉄道駅","34.941285","137.151885","12","5"
"cAntZr","eb03_236","杁ヶ池公園","エブリチコウエン","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.171745","137.0379","25","5"
"UwmmHu","eb03_237","陶磁資料館南","トウジシリョウタテミナミ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.17924","137.09705","25","5"
"Cslfpx","eb03_238","公園西","コウエンニシ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.1743","137.076855","25","5"
"kok87A","eb03_239","万博会場","バンパクカイジョウ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.177665","137.087535","25","5"
"2kj0PD","eb03_240","芸大通","ゲイダイドオリ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.17188","137.06122","25","5"
"KghTxG","eb03_241","長久手古戦場","ナガクテコセンジョウ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.17147","137.049505","25","5"
"scgMfJ","eb03_242","はなみずき通","ハナミズキドオリ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.17752","137.03547","25","5"
"a8fEXM","eb03_243","万博八草","バンパクハチクサ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.176515","137.10635","25","5"
"S4exFP","eb03_244","藤が丘","フジガオカ","駅/","エキ/","愛知高速交通/東部丘陵線","鉄道施設/鉄道駅","35.1822","137.022265","25","5"
"A0dqnS","eb03_245","多宝塔","タホウトウ","駅/","エキ/","鞍馬寺/鞍馬山鋼索鉄道","鉄道施設/鉄道駅","35.11644","135.77281","13","4"
"hWcj5V","eb03_246","山門","サンモン","駅/","エキ/","鞍馬寺/鞍馬山鋼索鉄道","鉄道施設/鉄道駅","35.11455","135.772875","13","4"
"ZSbbNY","eb03_247","河芸","カワゲ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.780985","136.530995","12","5"
"HOa4w1","eb03_248","伊勢上野","イセウエノ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.800335","136.54248","12","5"
"pK8Xe4","eb03_249","鈴鹿サーキット稲生","スズカサーキットイナオイ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.8411","136.555215","12","5"
"7G7PW7","eb03_250","中瀬古","ナカゼコ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.812145","136.543045","12","5"
"PC6IEa","eb03_251","鈴鹿","スズカ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.87847","136.588795","12","5"
"xy5Bmd","eb03_252","玉垣","タマガキ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.85514","136.57003","12","5"
"fu4u4g","eb03_253","徳田","トクダ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.826145","136.543985","12","5"
"Xq3mMj","eb03_254","河原田","カワラダ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.911235","136.599275","12","5"
"Fm2fum","eb03_255","東一身田","ヒガシイシンデン","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.758735","136.5121","12","5"
"ni18cp","eb03_256","津","ツ","駅/","エキ/","伊勢鉄道/伊勢線","鉄道施設/鉄道駅","34.7343733333333","136.510723333333","12","5"
"5e00Us","eb03_257","稲梓","イナズサ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.72206","138.9494","12","4"
"N9YTCv","eb03_258","伊豆熱川","イズアツガワ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.8172128571429","139.069452857143","12","4"
"v5XMky","eb03_259","蓮台寺","レンダイジ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.6994666666667","138.94129","12","4"
"d1WF2B","eb03_260","片瀬白田","カタセシロタ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.80185","139.06122","12","4"
"UXVxKE","eb03_261","河津","カワヅ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.7474366666667","138.995913333333","12","4"
"CTUqsH","eb03_262","伊豆北川","イズホッカワ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.827275","139.075725","12","4"
"kPTjaK","eb03_263","伊豆急下田","イズキュウゲデン","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.67969","138.944285","12","4"
"2LSbSN","eb03_264","南伊東","ミナミイトウ","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.957755","139.088035","12","4"
"KHR4AQ","eb03_265","今井浜海岸","イマイハマカイガン","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.753715","139.00467","12","4"
"sDPXiT","eb03_266","富戸","フト","駅/","エキ/","伊豆急行/伊豆急行線","鉄道施設/鉄道駅","34.91004","139.131685","12","4"
